Time,Latitude,Longitude,Altitude,Easting,Northing,Zone,Letter
64439,42.33846333333334,8.75997,11.9,480226.9708900476,4687384.4286524085,32,T
64439,42.33846333333334,8.75997,11.9,480226.9708900476,4687384.4286524085,32,T
64439,42.33846333333334,8.75997,11.9,480226.9708900476,4687384.4286524085,32,T
64440,42.338476666666665,8.75995,12.2,480225.32752024004,4687385.913774859,32,T
64440,42.338476666666665,8.75995,12.2,480225.32752024004,4687385.913774859,32,T
64440,42.338476666666665,8.75995,12.2,480225.32752024004,4687385.913774859,32,T
64441,42.338485,8.75993,12.4,480223.6825844026,4687386.843720098,32,T
64441,42.338485,8.75993,12.4,480223.6825844026,4687386.843720098,32,T
64441,42.338485,8.75993,12.4,480223.6825844026,4687386.843720098,32,T
64442,42.338495,8.75991,12.8,480222.0381712863,4687387.958724926,32,T
64442,42.338495,8.75991,12.8,480222.0381712863,4687387.958724926,32,T
64442,42.338495,8.75991,12.8,480222.0381712863,4687387.958724926,32,T
64443,42.338505,8.75989,13.5,480220.39375869243,4687389.073730145,32,T
64443,42.338505,8.75989,13.5,480220.39375869243,4687389.073730145,32,T
64443,42.338505,8.75989,13.5,480220.39375869243,4687389.073730145,32,T
64443,42.338505,8.75989,13.5,480220.39375869243,4687389.073730145,32,T
64443,42.338505,8.75989,13.5,480220.39375869243,4687389.073730145,32,T
64443,42.338505,8.75989,13.5,480220.39375869243,4687389.073730145,32,T
64444,42.33853666666667,8.759875000000001,15.1,480219.16802384495,4687392.593342759,32,T
64444,42.33853666666667,8.759875000000001,15.1,480219.16802384495,4687392.593342759,32,T
64444,42.33853666666667,8.759875000000001,15.1,480219.16802384495,4687392.593342759,32,T
64445,42.33856166666666,8.759861666666666,15.2,480218.07749606366,4687395.372331226,32,T
64445,42.33856166666666,8.759861666666666,15.2,480218.07749606366,4687395.372331226,32,T
64445,42.33856166666666,8.759861666666666,15.2,480218.07749606366,4687395.372331226,32,T
64446,42.33858333333333,8.759845,15.5,480216.71133360104,4687397.781976646,32,T
64446,42.33858333333333,8.759845,15.5,480216.71133360104,4687397.781976646,32,T
64446,42.33858333333333,8.759845,15.5,480216.71133360104,4687397.781976646,32,T
64447,42.338586666666664,8.759831666666667,15.7,480215.6140156727,4687398.1551958565,32,T
64447,42.338586666666664,8.759831666666667,15.7,480215.6140156727,4687398.1551958565,32,T
64447,42.338586666666664,8.759831666666667,15.7,480215.6140156727,4687398.1551958565,32,T
64448,42.338595,8.759818333333333,16.0,480214.51826531906,4687399.083592855,32,T
64448,42.338595,8.759818333333333,16.0,480214.51826531906,4687399.083592855,32,T
64448,42.338595,8.759818333333333,16.0,480214.51826531906,4687399.083592855,32,T
64448,42.338595,8.759818333333333,16.0,480214.51826531906,4687399.083592855,32,T
64448,42.338595,8.759818333333333,16.0,480214.51826531906,4687399.083592855,32,T
64448,42.338595,8.759818333333333,16.0,480214.51826531906,4687399.083592855,32,T
64449,42.33860333333333,8.759796666666666,16.4,480212.7360386962,4687400.0139283305,32,T
64449,42.33860333333333,8.759796666666666,16.4,480212.7360386962,4687400.0139283305,32,T
64449,42.33860333333333,8.759796666666666,16.4,480212.7360386962,4687400.0139283305,32,T
64450,42.338611666666665,8.759776666666667,17.1,480211.09110783786,4687400.943876561,32,T
64450,42.338611666666665,8.759776666666667,17.1,480211.09110783786,4687400.943876561,32,T
64450,42.338611666666665,8.759776666666667,17.1,480211.09110783786,4687400.943876561,32,T
64451,42.33862166666667,8.75976,17.5,480209.72129058006,4687402.05810893,32,T
64451,42.33862166666667,8.75976,17.5,480209.72129058006,4687402.05810893,32,T
64451,42.33862166666667,8.75976,17.5,480209.72129058006,4687402.05810893,32,T
64452,42.338631666666664,8.759743333333333,17.8,480208.35147375776,4687403.172341568,32,T
